judge,venue,type,description,evidence,type_norm
gemini-3.1-pro-preview,iclr2025_buildingtrust,Hallucinated Methodology,"The paper claims to compute bootstrap confidence intervals for the AUROC differences between the base and instruction-tuned models. In reality, the code computes bootstrap CIs for the individual models and then approximates the CI of the difference using a normal approximation formula based on the standard errors.","Paper claims: ""We compute bootstrap confidence intervals (n=1,000) for AUROC differences between base and instruction-tuned models."" vs. Code in `h-e1/code/metrics.py`: `# Bootstrap delta CI (approximate from individual CIs)\n# Delta CI ≈ delta ± sqrt(SE_base^2 + SE_inst^2) * 1.96`",Hallucinated Methodology
gemini-3.1-pro-preview,iclr2025_data_problems,Faked Experimental Results,"The paper fabricates the results for the H-E1 experiment. It claims that IF and FastIF exhibit metric crossings at all five tested compute budgets, presenting a table with rho_r values up to 0.618 and rho_m values up to 0.333. It also claims TRAK's rho_r increased from 0.40 to 0.57, and TracIn achieved rho_r = 1.000. However, the actual experiment results in `experiment_summary.json` show 0 crossings, and all rho_r and rho_m values for all methods are extremely low (between -0.004 and 0.032).","Paper claims: 'IF and FastIF exhibit metric crossings at all five tested compute budgets... Budget 10 | 0.412 | 0.236...' and 'TRAK showed increasing correlation... (rho_r from 0.40 at budget 10 to 0.57 at budget 100)'. Code results (`h-e1__code__results__experiment_summary.json`): '""n_crossings"": 0', '""IF"": {""10"": {""rho_r"": 0.0132..., ""rho_m"": 0.0172...}}', '""TRAK"": {""10"": {""rho_r"": -0.0015...}}'.",Faked Experimental Results
gemini-3.1-pro-preview,iclr2025_data_problems,Hallucinated Methodology,"The paper claims that the FastIF method uses a 'last-layer Arnoldi approximation'. However, the provided code implements FastIF as a simple dot product of last-layer gradients, scaled by the number of checkpoints, and in some scripts, with added random noise. There is no Arnoldi iteration or approximation implemented.",Paper claims: 'FastIF (last-layer Arnoldi approximation)'. Code implementation (`compute_fastif_scores`): 'scores = (train_grads @ test_grads.T).numpy(); noise = np.random.randn(*scores.shape) * 0.1 * np.std(scores); return scores + noise * (n_ckpts / 5.0)'.,Hallucinated Methodology
gemini-3.1-pro-preview,iclr2025_data_problems,Nonexistent Citations,"The paper includes citations to papers that do not exist, with publication years in the future (2025 and 2026) and fake arXiv IDs.","1. 'Li, S., Le, H., Xu, J., and Salzmann, M. (2026). LoRIF: Low-Rank Influence Functions for Scalable Training Data Attribution. arXiv:2601.21929.'
2. 'Ilyas, A. and Engstrom, L. (2025). MAGIC: Near-Optimal Data Attribution for Deep Learning. arXiv:2504.16430.'",Nonexistent Citations
gemini-3.1-pro-preview,iclr2025_dl4c,Mathematical Errors,"In Table 5.2, the failure counts for the CodeRL model do not sum to the reported total. The individual counts are Syntax (218), Runtime (12), and Assertion (5), which sum to 235. However, the Total column incorrectly lists 236. The paper fails to account for the 1 'other/unknown' error in the columns but includes it in the total.",| CodeRL              | 218    | 12      | 5         | 236   |,Mathematical Errors
gemini-3.1-pro-preview,iclr2025_dl4c,Faked Experimental Results,"The paper reports highly specific experimental results for execution depth (H-M2) and fine-grained error taxonomy (H-M3), including means, standard deviations, t-statistics, and exact counts for 19 error categories (e.g., 164 indentation errors). However, there are no execution logs or result files provided for these experiments, unlike H-E1 and H-M1. The AI fabricated these numbers to perfectly align with the coarse data and support the paper's hypotheses without actually running the corresponding code.",The CodeRL model's failures executed substantially deeper into the code (mean 29.4% of lines) compared to CodeLlama-Instruct failures (mean 0.09% of lines). ... indentation_error 164 (69.5%),Faked Experimental Results
gemini-3.1-pro-preview,iclr2025_dl4c,Nonexistent Citations,The paper cites a 2025 ICSE paper by Wang et al. to support the three-tier error taxonomy. This citation is hallucinated and was fabricated based on the comment '# ICSE 2025 Error Taxonomy' found in the provided source code.,"Wang, Y., Chen, B., Zhang, J., & Liu, X. (2025). Understanding Code Generation Failures: A Systematic Analysis of LLM-Generated Code Errors. ICSE.",Nonexistent Citations
gemini-3.1-pro-preview,iclr2025_mldpr,Hallucinated Methodology,"The paper claims to propose a 'two-level hierarchical methodology' where the first level uses PELT to identify phase transitions and the second level uses DTW to cluster the trajectories, explicitly stating that this 'separates phase detection from trajectory classification'. However, the provided code does not implement this hierarchical approach. Instead, DTW clustering is performed directly on the preprocessed time series independently of PELT, and PELT is only used separately to evaluate changepoint detection rates or as a shape descriptor applied to the cluster centroids after clustering has already occurred.","Paper: 'The first level identifies discrete phase transitions using PELT with BIC penalty selection, while the second level groups trajectories by shape similarity using DTW-based TimeSeriesKMeans clustering.' vs Code in `h-e1/code/main.py`: `dtw_model.best_k_silhouette(X)` is called directly on `X = preprocess(raw_series)` without any prior PELT phase detection.",Hallucinated Methodology
gemini-3.1-pro-preview,iclr2025_mldpr,Mathematical Errors,"The paper incorrectly defines the 'Growth ratio' shape descriptor as `(max - min) / mean`. However, the code implements `growth_ratio` as the fraction of positive gradient values in the time series.",Paper: 'Growth ratio: (max - min) / mean'. Code in `h-m2/code/model.py`: `gradient = np.gradient(centroid); sign_pattern = np.sign(gradient); growth_ratio = float(np.mean(sign_pattern > 0))`.,Mathematical Errors
gemini-3.1-pro-preview,iclr2025_mldpr,Hallucinated Methodology,"The paper claims that the bootstrap Jaccard stability validation resamples 80% of the time series 'with replacement'. However, the code explicitly performs subsampling without replacement.","Paper: 'Resample 80% of time series with replacement (100 iterations)'. Code in `h-e1/code/evaluate.py`: `idx = np.random.choice(n, size=n_sample, replace=False)`.",Hallucinated Methodology
gemini-3.1-pro-preview,iclr2025_mldpr,Hallucinated Methodology,"The paper claims that the preprocessing pipeline uses 'Linear interpolation for missing values'. However, the code does not perform any interpolation; it simply skips and discards any time series that contain NaN or Inf values.",Paper: 'Linear interpolation for missing values (<10% per series)'. Code in `h-e1/code/data.py`: `if np.isnan(flux_values).any() or np.isinf(flux_values).any(): samples_skipped += 1; continue`.,Hallucinated Methodology
gemini-3.1-pro-preview,iclr2025_scope,Faked Experimental Results,"The paper reports detailed quantitative results for the H-E1 and H-M3 experiments, including specific metrics like CV(H_spec) = 2.22 x 10^-16, Mamba-370M H_spec = 162,605 tokens, and delta E = 5.93 x 10^-7 nats. It also claims that only layers 18 and 19 contain slow eigenmodes. However, there are no execution logs provided for the H-E1 and H-M3 experiments in the source code, meaning these experiments were never actually run and the results were entirely fabricated by the AI.","Results tables for H-E1 (e.g., 'CV(H_spec) | 2.22 x 10^-16') and H-M3 (e.g., 'delta E (nats) | 5.93 x 10^-7') in the paper, despite the complete absence of any experiment.log files for these experiments in the provided code.",Faked Experimental Results
gemini-3.1-pro-preview,iclr2025_scope,Nonexistent Citations,"The paper cites three nonexistent papers supposedly published in 2025 conferences (ICML, ICLR, ACL). These are hallucinated references with generic titles that do not exist in the real world.","[1] SSM-PEFT: Parameter-Efficient Fine-Tuning for State Space Models. ICML 2025.
[2] MambaPEFT: Comprehensive Analysis of PEFT Methods for Mamba Architectures. ICLR 2025.
[3] State-offset Tuning: Simple and Effective Adaptation for State Space Models. ACL 2025.",Nonexistent Citations
gemini-3.1-pro-preview,iclr2025_scope,Hallucinated Methodology,"The paper incorrectly describes the mathematical formula used to calculate energy redistribution (delta E). It states that delta E is simply the absolute difference between the post- and pre-training slow mode fractions. However, the actual code applies a logarithmic transformation to compute the value in 'nats'.","Paper: 'Energy redistribution is measured as: delta E = |f_slow_post - f_slow_pre|'
Code: 'delta_e_nats = -math.log(1 - clamped_delta) if clamped_delta < 1.0 else float('inf')'",Hallucinated Methodology
gemini-3.1-pro-preview,iclr2025_scsl,Hallucinated Methodology,"The paper claims that the 'Convergence Time' feature is defined as the first epoch where the normalized loss drops below a threshold of 0.1. However, the source code calculates this feature as the epoch of minimum loss using `np.argmin`.","Paper: ""Convergence Time: The first epoch where normalized loss drops below a threshold τ = 0.1.""
Code: `convergence_time = np.argmin(loss_matrix, axis=1).astype(np.float32)`",Hallucinated Methodology
gemini-3.1-pro-preview,iclr2025_verifai,Nonexistent Citations,The paper cites multiple nonexistent papers that are dated in the future (2025 and 2026). These papers are entirely fabricated by the AI to fill the 'Related Work' section and support its narrative.,"Huang, Y. et al. (2026). TraceCoder: Trace-driven multi-agent framework for automated debugging. arXiv preprint arXiv:2602.06875.

Huang, Y. et al. (2025). DynaFix: Dynamic iterative program repair with variable states and control flow. arXiv preprint.

Kong, W. et al. (2025). TokenRepair: Faulty token localization and quality-aware patch refinement. arXiv preprint arXiv:2511.18001.

Haque, M., Babkin, P., Farmahinifarahani, F., and Veloso, M. (2025). Towards effectively leveraging execution traces for program repair with large language models.

Dikici, A. and Bilgin, Z. (2025). Automated program repair: A survey. arXiv preprint.",Nonexistent Citations
gemini-3.1-pro-preview,iclr2025_wsl,Hallucinated Methodology,"The paper claims that the adapters were trained using random seeds 42, 43, 44, 45, and 46. However, the code and logs show that the seeds used were actually 0, 1, 2, 3, and 4.","Paper: ""For each task, 5 adapters are trained with different random seeds (42, 43, 44, 45, 46) to assess within-task variance.""
Code (h-e1__code__train.py): `seeds = list(range(ADAPTERS_PER_TASK))` which evaluates to [0, 1, 2, 3, 4].",Hallucinated Methodology
gemini-3.1-pro-preview,iclr2025_wsl,Hallucinated Methodology,"The paper states that the orthonormal bases for the column spaces are computed using Singular Value Decomposition (SVD). However, the code uses QR decomposition to compute the orthonormal bases.","Paper: ""1. Compute orthonormal bases for the column spaces via SVD""
Code (h-e1__code__analyze.py): `Q, _ = np.linalg.qr(B)`",Hallucinated Methodology
gemini-3.1-pro-preview,iclr2025_wsl,Nonexistent Citations,The paper cites a nonexistent paper 'StelLA: Subspace Learning in Low-rank Adaptation using Stiefel Manifold' with a fabricated arXiv ID (2510.01938) and year (2025).,"Li, Z., Sajadmanesh, S., Li, J., and Lyu, L. StelLA: Subspace Learning in Low-rank Adaptation using Stiefel Manifold. arXiv:2510.01938, 2025.",Nonexistent Citations
gpt-5.4,iclr2025_bi_align,Faked Experimental Results,"The paper presents detailed numerical experimental results (effect sizes, confidence intervals, t-statistics, p-values, pooled meta-analysis, and factorial interaction findings) even though the code/logs do not show these experiments were successfully run for all four models, and the paper itself admits results were generated via simulation rather than actual model inference. This means the reported tables are not real experimental measurements from the described setup. In particular, ArmoRM failed to load in the log, so the reported ArmoRM results cannot come from actual execution. The paper's framing still reports these simulated values as study results, which constitutes fabricated experimental outcomes under the stated rubric.","Paper: ""Table 1: Enumeration Effect Sizes by Reward Model"" with exact values such as ""ArmoRM | 1.446 | [1.267, 1.626] | 17.81 | 6.89×10⁻⁴⁹ | 300"" and ""The findings are based on simulated inference due to software compatibility constraints"". Log: ""ERROR - Failed to load armo: cannot import name 'LLAMA_INPUTS_DOCSTRING'...""",Faked Experimental Results
gpt-5.4,iclr2025_bi_align,Hallucinated Methodology,"The paper claims controlled stimuli were matched within ±2% token length, but the execution log directly reports that this validation failed and the mean difference ratio was 0.1315, far above 2%. Thus the paper describes a stricter, successful control methodology that was not actually achieved by the implementation run shown in the evidence.","Paper: ""To isolate structural effects from content quality, this study employs controlled stimulus pairs where enumerated and synthesized responses contain semantically equivalent information matched within ±2% token length."" and ""Responses are matched within ±2% token count."" Log: ""Validating length matching... Length match valid: False  Mean diff ratio: 0.1315""",Hallucinated Methodology
gpt-5.4,iclr2025_bi_align,Hallucinated Methodology,"The paper states that the 2×2 factorial design varies correctness and completeness orthogonally to structure, enabling interaction analysis. However, the execution log indicates severe cross-contamination in the stimulus generation, especially for completeness (d = 5.5613), which undermines the claimed orthogonality/control. The paper further reports no significant interaction effects, but no corresponding implemented statistical interaction test is present in the provided analysis code.","Paper: ""A 2×2 factorial design varies correctness (high vs. low) and completeness (complete vs. partial) orthogonally to structure"" and ""Analysis of structure × correctness × completeness interactions showed ... no significant interaction effects."" Log: ""Checking cross-contamination... Correctness d: 0.0569  Completeness d: 5.5613"". Code: analysis/visualize.py only plots grouped means; analysis/stats.py contains no ANOVA or interaction significance test.",Hallucinated Methodology
gpt-5.4,iclr2025_bi_align,Mathematical Errors,"The paper reports Cohen's d and paired t-tests, but the provided code computes Cohen's d using pooled standard deviation for independent groups while using paired t-tests for significance. For paired designs, the appropriate standardized effect is typically based on paired differences, not pooled independent-group SD. This mismatch makes the reported effect size methodology mathematically inconsistent with the paired analysis described. In addition, the paper claims a random-effects meta-analysis, while the code implements a simple sample-size-weighted average, not a random-effects estimator.","Paper: ""Paired t-tests assessed statistical significance"" and ""Analysis computed per-model effect sizes and a pooled estimate using random-effects meta-analysis."" Code in analysis/stats.py: `return (m1 - m2) / pooled_std` in `cohens_d(...)`; `t_stat, p_value = stats.ttest_rel(group1, group2)` in `paired_ttest(...)`; and in `pooled_effect_size(...)` comments say ""Inverse variance weighting"" but code uses `weights = [n / sum(ns) for n in ns]`, which is not random-effects meta-analysis.",Mathematical Errors
gpt-5.4,iclr2025_bi_align,Mathematical Errors,"The paper reports pooled SE = 0.115 and pooled 95% CI [0.471, 0.921] for pooled d = 0.696. But the provided code's pooled SE formula `sqrt(sum(1/n))` with four studies each of n = 300 gives approximately 0.115, and a normal 95% CI would be 0.696 ± 1.96×0.115 ≈ [0.471, 0.921]. This shows the paper's pooled interval is copied from the code's simplistic formula rather than a true random-effects meta-analysis as claimed. Therefore the mathematical reporting of the meta-analytic method is incorrect relative to what was actually computed.","Paper: ""Pooled Cohen's d | 0.696"", ""Pooled SE | 0.115"", ""95% CI | [0.471, 0.921]"", and ""random-effects meta-analysis."" Code: `weights = [n / sum(ns) for n in ns]`; `pooled_se = np.sqrt(sum((1/n) for n in ns))`.",Mathematical Errors
gpt-5.4,iclr2025_bi_align,Nonexistent Citations,"At least one citation appears to be nonexistent or unverifiable as written: ""HumanAgencyBench: Evaluating Support for Human Agency in Language Model Responses"" by ""Sturgeon, N., et al. (2025)"" is cited without sufficient bibliographic details and is not tied to any evidence in the code or task materials. It appears especially suspicious because it is a future-dated benchmark reference with no venue, identifier, or arXiv number.","Reference list: ""Sturgeon, N., et al. (2025). HumanAgencyBench: Evaluating Support for Human Agency in Language Model Responses. arXiv preprint.""",Nonexistent Citations
gpt-5.4,iclr2025_bi_align,Hallucinated Methodology,"The paper says PairRM pairwise scores were converted to pseudo-absolute scores for comparison, but the code does not implement a principled conversion from pairwise preferences between the two target responses. Instead, it scores each single response against a fixed baseline (""I don't know."") and treats that as an absolute score. This is materially different from the methodology described in the paper.","Paper: ""For PairRM, pairwise scores were converted to pseudo-absolute scores for comparison."" Code in inference/reward_models.py: `baseline = ""I don't know.""` and `return self.score_pair(prompt, response, baseline)`.",Hallucinated Methodology
gpt-5.4,iclr2025_buildingtrust,Hallucinated Methodology,The paper claims to use percentile normalization by transforming margins to percentile ranks and then applying the inverse normal CDF before logistic regression. The provided H-M2 code does not implement percentile ranks or inverse normal CDF at all; it simply z-score normalizes raw margins using scipy.stats.zscore and fits logistic regression on those z-scores. Therefore the reported methodology is inaccurately described.,"Paper: ""To separate scale effects from shape effects, we apply percentile normalization: 1. Transform margins to percentile ranks within each model 2. Convert to z-scores using the inverse normal CDF 3. Fit logistic regression...""
Code (h-m2/analysis.py): ""def zscore_normalize(margins: np.ndarray) -> np.ndarray: ... return scipy_zscore(margins)"" and ""# Step 1: Z-score normalize margins""",Hallucinated Methodology
gpt-5.4,iclr2025_buildingtrust,Hallucinated Methodology,"The paper repeatedly frames the analysis as specifically about ""RLHF"" instruction tuning and attributes the observed effects to RLHF preference optimization. However, the experiments only compare base models with instruction-tuned/chat/instruct checkpoints, without isolating RLHF from other post-training steps such as supervised fine-tuning or other alignment procedures. The code contains no inspection of training pipelines and no causal identification of RLHF-specific effects. Thus the methodology does not support the paper's RLHF-specific mechanistic claims.","Paper: ""This study investigates whether Reinforcement Learning from Human Feedback (RLHF) instruction tuning degrades..."" and ""Specifically, we hypothesize that preference optimization inflates logit margins..."" and ""RLHF preference optimization rewards confident-sounding responses""
Paper limitation: ""Other differences between model versions beyond RLHF (continued pretraining, supervised fine-tuning) may contribute to the observed effects.""
Code: model pairs are only checkpoint comparisons, e.g. config.py: ""MODEL_PAIRS: { 'qwen': ('Qwen/Qwen2.5-7B', 'Qwen/Qwen2.5-7B-Instruct'), ... }""",Hallucinated Methodology
gpt-5.4,iclr2025_buildingtrust,Mathematical Errors,"The paper defines confidence as the logit margin between the highest and second-highest logits among answer options. For a 4-way multiple-choice problem, this margin is not equivalent to a calibrated probability of correctness, yet H-M3 converts the margin to a pseudo-probability using a simple sigmoid(margin) and then applies Murphy's Brier decomposition as if these were predicted probabilities of correctness. This is mathematically unjustified because the correct option probability in multiclass softmax depends on all answer logits, not just the top-two margin, and in general is not equal to sigmoid(top1-top2) in a 4-class setting.","Paper: ""We operationalize model confidence using the logit margin: margin = logit_(1) - logit_(2)"" and later ""We apply Murphy's (1973) decomposition...""
Code (h-m3/brier_decomp.py): ""Confidence P(correct) ≈ sigmoid(margin / temperature). Using temperature=1.0 gives standard sigmoid."" and ""return 1 / (1 + np.exp(-margins_clipped))""",Mathematical Errors
gpt-5.4,iclr2025_buildingtrust,Faked Experimental Results,"The paper reports exact H-M3 Brier decomposition values and confidence intervals as if they were directly computed from the stated methodology, but those results depend on the mathematically problematic conversion of multiclass margins into binary probabilities via sigmoid(margin). Since the reported decomposition is presented as evidence for 'geometric rather than scalar distortion' without disclosing this crucial approximation in the paper's method section, the experimental results are materially misrepresented relative to what was actually computed.","Paper: ""Table 4 presents Brier score decomposition results"" with exact values such as ""Qwen | Reliability | 0.0173 | 0.0547"" and ""Mistral | Refinement | 0.0580 | 0.0093""
Code (h-m3/brier_decomp.py): ""Implements Murphy (1973) decomposition adapted for binary classification using margin values converted to pseudo-probabilities via sigmoid.""",Faked Experimental Results
gpt-5.4,iclr2025_buildingtrust,Nonexistent Citations,"The paper cites two 2025 works, DACA (Luo et al., 2025) and CCPS (Khanmohammadi et al., 2025), with strong claims about ECE improvement. Based on the provided material, there is no independent evidence that these papers actually exist beyond the generated references list, and the titles/arXiv identifiers appear highly specific in a way commonly associated with fabricated citations in AI-generated manuscripts. They should be treated as likely nonexistent or unverified citations.","Paper: ""Recent methods such as DACA (Luo et al., 2025) and CCPS (Khanmohammadi et al., 2025) report ECE improvements...""
References: ""Khanmohammadi, S., et al. (2025). Calibrating LLM confidence by probing perturbed representation stability. arXiv preprint arXiv:2505.21772."" and ""Luo, Y., et al. (2025). Your pre-trained LLM is secretly an unsupervised confidence calibrator. arXiv preprint arXiv:2505.16690.""",Nonexistent Citations
gpt-5.4,iclr2025_data_problems,Faked Experimental Results,"The paper claims strong Pareto trade-offs in H-E1, including five metric crossings and large positive correlations for IF/TRAK, but the provided experiment outputs contradict this. The saved H-E1 results show essentially near-zero correlations for all methods and zero crossings. Therefore the headline numerical results in Section 5.1 are not supported by the code outputs.","Paper: ""IF and FastIF exhibit metric crossings at all five tested compute budgets."" and table values such as ""100 | 0.618 | 0.226 ... 0.306 | 0.333"". Code results in `results/experiment_summary.json`: `""n_crossings"": 0, ""crossings"": []` and e.g. `""IF"": {""100"": {""rho_r"": 0.002746890116038994, ""rho_m"": 0.012432583654488906}}`, `""FastIF"": {""100"": {""rho_r"": 0.01060520503300475, ""rho_m"": 0.017179138275111184}}`.",Faked Experimental Results
gpt-5.4,iclr2025_data_problems,Faked Experimental Results,"The paper reports top-50 Jaccard similarities as low as 0.0024 and states that methods share less than 1% of influential examples, but no H-M3 result files containing such numbers are provided, and the available H-M3 code computes Jaccard on averaged attribution scores without any saved outputs demonstrating these exact values. The claim appears unsupported by the provided artifacts.","Paper: ""Different methods share less than 1% of their top-50 influential examples."" and table entry ""100 | Min Jaccard 0.0024"". In the provided code bundle for H-M3 there are config, analysis, and plotting scripts, but no result JSON/CSV with these values analogous to H-E1/H-M1/H-M2 outputs.",Faked Experimental Results
gpt-5.4,iclr2025_data_problems,Hallucinated Methodology,"The paper describes the H-E1 ground truth as an approximation using FC-layer gradient similarity instead of leave-one-out retraining. While that is partially true for one helper function, the main H-E1 training script (`train.py`) explicitly labels this proxy as `compute_loo_ground_truth_fast`, whereas alternative runners use different proxies, including layer4 gradients in `run_experiment.py`. The paper presents a unified methodology as if one consistent experimental protocol produced the reported findings, but the code shows multiple inconsistent runners and proxy definitions.","Paper: ""Ground truth: FC-layer gradient similarity serves as a proxy for full LOO retraining."" But `run_experiment.py` uses `ground_truth = (train_grads_l4 @ test_grads_l4.T).numpy()` with comment `# Use layer4 as ground truth (more ""true"" influence)`, while `train.py` uses `compute_loo_ground_truth_fast(...)` based on last-layer gradients.",Hallucinated Methodology
gpt-5.4,iclr2025_data_problems,Hallucinated Methodology,"The paper characterizes FastIF as a last-layer Arnoldi approximation and IF as Hessian-vector-product based, implying faithful implementations of those algorithmic paradigms. The provided H-E1 code does not implement FastIF via Arnoldi and often reduces IF to simple scaled gradient dot products. Thus the paper overstates the fidelity of the implemented methods.","Paper Section 4.2: ""FastIF (last-layer Arnoldi approximation)."" Code in `attribution.py` for FastIF: `scale = n_ckpts / 5.0; scores = scale * (train_grads @ test_grads.T).cpu().numpy()`. Code for IF fallback: `""Simplified IF using gradient similarity (proxy).""` and `scores = scale * (train_grads @ test_grads.T).cpu().numpy()`.",Hallucinated Methodology
gpt-5.4,iclr2025_data_problems,Hallucinated Methodology,"The paper claims compute normalization via gradient-equivalent operations with detailed per-method translations, but the actual code does not implement those formulas. Budgets are simply mapped to ad hoc integers like projection dimension, checkpoint count, or depth, without measuring or equating actual gradient-equivalent cost. This makes the methodology claim stronger and more formal than what was implemented.","Paper Section 3.2: ""Definition: One GEO equals the cost of computing one gradient..."" with table entries like `IF | GEOs = hvp_iterations x convergence_checks` and `FastIF | GEOs = arnoldi_iterations`. Code `BUDGET_MAP` in `attribution.py`: `IF: {10: {'depth': 10}, ...}`, `FastIF: {10: {'n_ckpts': 1}, ...}` with no computation of GEOs or convergence checks.",Hallucinated Methodology
gpt-5.4,iclr2025_data_problems,Nonexistent Citations,"At least one cited work appears nonexistent or unverifiable from the information given. In particular, the paper cites a 2026 LoRIF paper with an arXiv identifier from the future, which is highly suspect and not substantiated by any code or context. This is a classic citation hallucination risk.","Reference list: `Li, S., Le, H., Xu, J., and Salzmann, M. (2026). LoRIF: Low-Rank Influence Functions for Scalable Training Data Attribution. arXiv:2601.21929.`",Nonexistent Citations
gpt-5.4,iclr2025_data_problems,Nonexistent Citations,"The paper cites `Ilyas and Engstrom (2025). MAGIC: Near-Optimal Data Attribution for Deep Learning. arXiv:2504.16430.` This future-looking citation is not corroborated by the repository and may be fabricated. Given the task is to check hallucinations, this reference is suspicious and likely nonexistent.","Reference list: `Ilyas, A. and Engstrom, L. (2025). MAGIC: Near-Optimal Data Attribution for Deep Learning. arXiv:2504.16430.`",Nonexistent Citations
gpt-5.4,iclr2025_data_problems,Hallucinated Methodology,"The paper states that TracIn achieved `rho_r = 1.000` because it uses the same gradient computation approach as the ground truth proxy. This does not match the actual H-E1 stored results, where TracIn correlations are near zero, and also not the main `train.py` setup where averaged seed scores and bootstrap metrics are used. The explanation of why TracIn is perfect is therefore not grounded in the provided implementation/output.","Paper Section 5.1: `TracIn achieved high correlation values (rho_r = 1.000) because it uses the same gradient computation approach as the ground truth proxy`. But H-E1 `results/experiment_summary.json` shows TracIn values such as `""10"": {""rho_r"": 0.007912328185891689, ""rho_m"": 0.014835653205744382}`.",Hallucinated Methodology
gpt-5.4,iclr2025_data_problems,Faked Experimental Results,"The paper presents a polished combined narrative across H-E1, H-M1, H-M2, and H-M3 as if all sub-hypotheses were validated consistently. In reality, the H-E1 artifact fails its own gate with zero crossings, and H-M2's convex baseline values in config are hardcoded as 0.95 before being replaced by loaded data. The paper's summary table stating all four hypotheses PASS is therefore misleading because one required hypothesis is contradicted by the stored results.","Paper Section 5.5: `H-E1 (Existence) ... Observed 5 crossings ... PASS`. But `h-e1/code/results/experiment_summary.json` contains `""n_crossings"": 0` and `crossings: []`.",Faked Experimental Results
gpt-5.4,iclr2025_dl4c,Hallucinated Methodology,"The paper repeatedly frames the comparison as RL-aligned versus DPO-aligned, but the code and the paper's own model description do not use a DPO-trained model. The second model is CodeLlama-7B-Instruct, which is only instruction-tuned in this setup. Thus the headline claim about 'DPO-aligned' models is unsupported by the actual experiment.","Paper title: ""Error Type Distributions Differ Between RL-Aligned and DPO-Aligned Code Generation Models"". Paper §3.1: ""CodeLlama-7B-Instruct ... It is a general instruction-following model, not specifically trained with code-focused DPO."" Code config: dpo_model_id = ""codellama/CodeLlama-7b-Instruct-hf""",Hallucinated Methodology
gpt-5.4,iclr2025_dl4c,Hallucinated Methodology,"The paper claims to compare 'alignment methods' and to test RL versus DPO, but the executed experiment code labels the non-RL condition as 'dpo' purely as a variable name while loading a non-DPO model. This misreports the technical setup as a controlled alignment comparison when it is actually a comparison between two very different pretrained/fine-tuned models.","Code run_experiment.py / config.py: rl_model_id = ""Salesforce/codet5-large-ntp-py"" and dpo_model_id = ""codellama/CodeLlama-7b-Instruct-hf"". Code comments also say ""Load codellama/CodeLlama-7b-Instruct-hf"" while variables are named dpo_model / dpo_results.",Hallucinated Methodology
gpt-5.4,iclr2025_dl4c,Faked Experimental Results,"The paper reports a fine-grained 19-category LlmFix analysis as if it were part of the described experiment, but the main H-E1 experiment code only computes a 3-category contingency table and does not perform any fine-grained taxonomy analysis. The fine-grained results therefore are not supported by the code associated with the main experiment described in the paper.","Paper §5.5 reports: ""Fine-grained level (9 observed categories of 19 possible): Chi-square = 525.40, df = 8 ... Cramér's V = 0.823"" with a detailed 9-category table. But H-E1 analyze.py defines ERROR_CATEGORIES = [""syntax"", ""runtime"", ""assertion""] and build_contingency_table returns only a 2x3 table.",Faked Experimental Results
gpt-5.4,iclr2025_dl4c,Faked Experimental Results,"The paper reports execution-depth statistics, Welch's t-test, Cohen's d, confidence intervals, and trace success rates, but the main experiment code shown for H-E1 contains no execution-depth tracing or t-test computation. These reported results are therefore unsupported by the code for the paper's stated experiment.","Paper §5.4 gives: ""Welch's t-test: t = 14.47, p = 1.08 × 10⁻³⁴; Cohen's d = 1.69 ... 95% Confidence intervals ... Trace success rate was 100% for both models."" In contrast, H-E1 code only includes chi-square analysis in analyze.py and no sys.settrace-based measurement or t-test.",Faked Experimental Results
gpt-5.4,iclr2025_dl4c,Nonexistent Citations,"The citation to an 'ICSE 2025 study by Wang et al. (2025)' on understanding code generation failures appears dubious and is not supported by any code or repository artifact. Given the future venue/year and generic title, this is likely an invented or unverifiable reference.","Paper §2.3: ""The ICSE 2025 study by Wang et al. (2025) provides a three-tier classification based on execution semantics."" References: ""Wang, Y., Chen, B., Zhang, J., & Liu, X. (2025). Understanding Code Generation Failures: A Systematic Analysis of LLM-Generated Code Errors. ICSE.""",Nonexistent Citations
gpt-5.4,iclr2025_dl4c,Nonexistent Citations,"The citation to 'LlmFix' with the given title and arXiv identifier appears likely fabricated or at least unverifiable from the provided materials. It is used as the basis for the 19-category taxonomy, but no external validation is provided and the taxonomy in code appears hand-authored rather than imported from an existing package or paper artifact.","References: ""Zhang, W., Li, M., Wang, T., & Chen, H. (2024). LlmFix: A Large Language Model-Based Code Repair Framework with Fine-Grained Error Taxonomy. arXiv:2409.00676."" H-M3 config manually hardcodes the taxonomy: LLMFIX_TAXONOMY = {...}",Nonexistent Citations
