judge,venue,type,description,evidence,type_norm
claude-opus-4.6,iclr2025_scope,Faked Experimental Results,"The paper states experiments use '500 samples each, sequence length 128' but the code loads up to 1000 texts per domain and creates ImportanceDataset with a cap of 500 features. The actual number of samples used depends on how many texts pass the length filter, and the train/val split is 80/20, meaning validation has ~100 samples per domain, not 500.","Paper Section 4: 'We evaluate on WikiText-2, AG News, and CodeSearchNet-Python (500 samples each, sequence length 128)'. Code: 'wikitext_texts = [...][:1000]' loads 1000 texts, then ImportanceDataset caps at 500 features: 'if len(self.features) >= 500: break'. The 80/20 split means ~400 train and ~100 validation per domain.",Faked Experimental Results
claude-opus-4.6,iclr2025_scsl,Faked Experimental Results,"The paper reports in Table 1 that LVS yields +10.0% worst-group accuracy improvement on Colored CIFAR-10 (from 50.0% ERM to 60.0% LVS). However, examining the actual experimental code and results across multiple seeds, the improvements are highly inconsistent and mostly near zero or negative. The 'best node' in research_summary.json shows +10.03% improvement for one specific seed, but the seed runs show: seed 2 gets -0.39/−0.19/0.0% improvements, another seed 2 run gets 0.0/0.0/+0.33%, and seed 0 gets -1.02/+0.59/0.0%. The ablation studies consistently show near-zero or negative improvements. The paper cherry-picks the single best result from one seed to claim +10% improvement while presenting it as a representative finding, and the paper also claims 'negligible gains on MNIST and Fashion-MNIST' when the actual results show LVS sometimes hurts performance on these datasets.","Paper Table 1: 'Colored CIFAR-10: ERM 50.0, LVS 60.0, ΔWG +10.0'. But seed runs in research_summary.json show: seed 2 worst-group improvements of -0.39%, -0.19%, 0.0% across datasets; seed 0 shows -1.02%, +0.59%, 0.0%; another seed 2 shows 0.0%, 0.0%, +0.33%. The ablation_summary.json Random Neuron Classification ablation shows CIFAR-10 LVS improvement of -6.47% over ERM. Multiple other ablations show near-zero or negative improvements.",Faked Experimental Results
claude-opus-4.6,iclr2025_scsl,Faked Experimental Results,"The paper claims in Table 1 that ERM worst-group accuracy on Colored Fashion-MNIST is 95.3% and on Colored MNIST is 82.1%. However, the actual experimental results across seeds show substantial variation. For Fashion-MNIST, seed results show ERM worst-group of 96.97%, 95.83%, 94.65% - none matching 95.3%. For MNIST, seed results show 84.66%, 82.91%, 85.77% - the 82.1% value doesn't match any seed. The paper appears to present selectively rounded or averaged numbers that don't correspond to any actual experimental run.","Paper Table 1: 'Colored MNIST ERM worst-group 82.1%, Colored Fashion-MNIST ERM worst-group 95.3%'. research_summary.json best node shows: colored_mnist ERM worst 82.14%, colored_fashion_mnist ERM worst 95.25%. Seed runs show different values: seed 2 gets 84.66%/96.97%, another seed 2 gets 82.91%/95.83%, seed 0 gets 85.77%/94.65%.",Faked Experimental Results
claude-opus-4.6,iclr2025_scsl,Faked Experimental Results,"The paper states 'All experiments are run with 3 random seeds, and we report mean values' in Appendix D. However, the reported values in Table 1 do not correspond to means across the seed runs. For example, the mean ERM worst-group across the 3 seeds for CIFAR-10 would be approximately (50.58 + 53.73 + 50.75)/3 ≈ 51.7%, not 50.0% as reported. Similarly, the mean LVS worst-group would be approximately (50.58 + 54.06 + 50.75)/3 ≈ 51.8%, not 60.0%. The +10% improvement claim cannot be derived from averaging across seeds.","Paper Section D: 'All experiments are run with 3 random seeds, and we report mean values.' Table 1 reports CIFAR-10 ERM worst 50.0%, LVS worst 60.0%. But seed results from research_summary.json show ERM worst-group: 50.58%, 53.73%, 50.75% (mean ≈ 51.7%); LVS worst-group: 50.58%, 54.06%, 50.75% (mean ≈ 51.8%). The best single-seed result (from the 'best node') shows 82.14→82.33 for MNIST and 50.0→60.03 for CIFAR-10, but this is one specific seed, not a mean.",Faked Experimental Results
claude-opus-4.6,iclr2025_scsl,Faked Experimental Results,"The paper claims Cohen's d values ranging from 2.0 to 5.5 across all datasets and metrics in Table 1. While the code does produce large Cohen's d values, the paper's specific reported values (Plateau d=4.29, Initial d=2.56, Final d=5.06 for MNIST; Plateau d=2.52, Initial d=1.98, Final d=3.07 for Fashion-MNIST; Plateau d=5.47, Initial d=2.68, Final d=5.37 for CIFAR-10) appear to be cherry-picked from the best single seed rather than averaged across seeds as claimed. The seed runs show substantial variation in these metrics.","Table 1 reports specific Cohen's d values. The best node in research_summary.json shows: MNIST plateau=4.2878, initial=2.5574, final=5.0579; Fashion plateau=2.5239, initial=1.9792, final=3.0681; CIFAR10 plateau=5.4738, initial=2.6783, final=5.37. Seed runs show different values: e.g., seed 0 gets MNIST plateau=4.9598, seed 2 gets 3.8752. The paper's values closely match the best node but not the mean across seeds.",Faked Experimental Results
claude-opus-4.6,iclr2025_scsl,Nonexistent Citations,"The reference 'Kunin et al., 2025' cited as 'Alternating gradient flows: A theory of feature learning in two-layer neural networks' with ArXiv abs/2506.06489 appears suspicious. The paper is dated 2025 and the ArXiv ID 2506.06489 would correspond to a June 2025 submission. While this could be a legitimate preprint, the specific claim that it 'establishes that different features are learned at different rates' may not accurately represent the paper's content, and the citation is used to support a key claim of the LVS framework.","Paper Section 2: 'Recent work on feature learning theory (Kunin et al., 2025) establishes that different features are learned at different rates.' Reference: 'Daniel Kunin, G. Marchetti, Feng Chen, Dhruva Karkada, James B. Simon, M. R. DeWeese, Surya Ganguli, and N. Miolane. Alternating gradient flows: A theory of feature learning in two-layer neural networks. ArXiv, abs/2506.06489, 2025.'",Nonexistent Citations
claude-opus-4.6,iclr2025_verifai,Hallucinated Methodology,"The paper claims to evaluate ETCL on 'mathematical reasoning benchmarks (GSM8K, SciQ, WinoGrande)' and presents these as meaningful evaluations of error-taxonomy-guided curriculum learning for theorem proving. However, examining the code reveals that the actual task being performed has nothing to do with theorem proving or mathematical reasoning on these datasets. The code takes text from GSM8K/SciQ/WinoGrande, hashes it to generate random 64-dimensional feature vectors, assigns error categories based on hash(text) % 8, and then boosts specific feature dimensions based on the assigned category. The model is simply classifying these synthetic random features into 8 error categories - it never processes the actual mathematical/reasoning content of these datasets. The datasets are used merely as sources of text strings to seed random number generators, making the 'evaluation on GSM8K, SciQ, WinoGrande' completely misleading.","In process_huggingface_dataset: 'np.random.seed(hash(text) % (2**31)); features = np.random.randn(64).astype(np.float32); error_cat = hash(text) % NUM_ERROR_CATEGORIES; ... features[error_cat * 8 : (error_cat + 1) * 8] += 1.0' - The features are random vectors with signal injected based on the hash-derived error category, not actual dataset content.",Hallucinated Methodology
claude-opus-4.6,iclr2025_verifai,Faked Experimental Results,"The paper reports specific accuracy numbers comparing ETCL vs baseline on GSM8K (84.3% vs 84.8%), SciQ (83.3% vs 85.5%), and WinoGrande (87.5% vs 87.5%), presenting these as results on 'mathematical reasoning benchmarks'. These numbers are meaningless as evaluations of theorem proving or mathematical reasoning because the underlying task is classifying synthetic random features into 8 categories based on artificially injected signals. The signal injection ablation (Figure 3) confirms this: removing the category-specific feature boosting causes accuracy to collapse to random chance (~12.5%), proving the model learns nothing from the actual dataset content. The reported accuracies reflect only the model's ability to detect artificially planted signals in random vectors, not any mathematical reasoning capability.","Paper states: 'on real datasets, the baseline consistently outperforms ETCL: GSM8K (84.8% vs 84.3%), SciQ (85.5% vs 83.3%), and WinoGrande (87.5% vs 87.5%).' The signal injection ablation code confirms: 'features[error_cat * 8 : (error_cat + 1) * 8] += 1.0' for HuggingFace datasets, and removing this causes validation accuracy to collapse to ~12.5% (random chance for 8 classes).",Faked Experimental Results
claude-opus-4.6,iclr2025_verifai,Nonexistent Citations,"The paper references multiple works using placeholder citation markers (**?**) throughout the text, including references to GPT-f, DeepSeek-Prover, Goedel-Prover, miniF2F, PutnamBench, Lean 4, curriculum learning papers, error taxonomy papers, and others. All citations in the paper are rendered as '**?**' with no actual bibliography provided. The References section is completely empty. This means all claimed connections to prior work (e.g., 'Goedel-Prover-V2 (**?**) and Leanabell-Prover-V2 (**?**) use PPO (**?**) with binary verification signals') cannot be verified.","The paper's REFERENCES section is empty. All in-text citations appear as '**?**', e.g., 'GPT-f (**?**)', 'DeepSeek-Prover (**?**)', 'Goedel-Prover (**?**)', 'miniF2F (**?**)', 'PutnamBench (**?**)', 'Lean 4 (**?**)', etc.",Nonexistent Citations
claude-opus-4.6,iclr2025_verifai,Hallucinated Methodology,"The paper describes ETCL as using 'a transformer-based encoder' and claims the method involves 'error category embeddings' in the input features. However, the actual code shows the model (ImprovedETCLModel) is a simple 3-layer MLP with LayerNorm, GELU, and Dropout - not a transformer. There are no attention mechanisms, no positional encodings, and no error category embeddings. The 'error category signal' is simply a boost of +2.0 (synthetic) or +1.0 (HuggingFace) added to specific dimensions of random feature vectors during data generation, not learned embeddings.","Paper Section 3: 'We use a transformer-based encoder with LayerNorm, GELU activations, and dropout regularization. The encoder maps input features (including error category embeddings) to a classification head predicting the error category.' Code shows: 'self.encoder = nn.Sequential(nn.Linear(input_dim, hidden_dim), nn.LayerNorm(hidden_dim), nn.GELU(), nn.Dropout(dropout_rate), nn.Linear(hidden_dim, hidden_dim), ...)' - This is an MLP, not a transformer.",Hallucinated Methodology
claude-opus-4.6,iclr2025_wsl,Nonexistent Citations,"The paper cites 'Gupta et al., 2026' for a work called 'DeepWeightFlow: Re-basined flow matching for generating neural network weights' with ArXiv ID abs/2601.05052. This paper has a publication year of 2026, which is in the future and cannot exist as a real publication. The ArXiv ID format (2601.xxxxx) would correspond to January 2026, which has not occurred yet.","Saumya Gupta, Scott Biggs, Moritz Laber, Zohair Shafi, R. Walters, and Ayan Paul. Deepweightflow: Re-basined flow matching for generating neural network weights. ArXiv, abs/2601.05052, 2026.",Nonexistent Citations
claude-opus-4.6,iclr2025_wsl,Nonexistent Citations,"The paper cites 'Shou et al., 2025' for 'Gradient flow matching for learning update dynamics in neural network training' with ArXiv ID abs/2505.20221. While 2025 papers could potentially exist, this specific ArXiv ID (2505.20221) corresponds to May 2025 and may not be verifiable. The paper is referenced in the related work section as modeling weight trajectories.","Xiao Shou, Yanna Ding, and Jianxi Gao. Gradient flow matching for learning update dynamics in neural network training. ArXiv, abs/2505.20221, 2025.",Nonexistent Citations
claude-opus-4.6,iclr2025_wsl,Faked Experimental Results,"The paper reports that removing normalization causes 'complete failure (ρ = 0.00)' in the abstract and claims 'without it, Spearman correlation drops from 0.88 to 0.00' in the ablation analysis. However, the actual experimental code and results show that without normalization, the Transformer achieves ρ = 0.5941 (not 0.00), and the LSTM achieves ρ = -0.0921. The paper appears to have rounded or misrepresented the LSTM result as 0.00 while ignoring the Transformer result entirely, which is misleading since the paper's main results use the Transformer model.","Paper states: 'removing normalization causes complete failure (ρ = 0.00)' and 'Weight normalization is essential: without it, Spearman correlation drops from 0.88 to 0.00'. Code results show: 'no_normalization' Transformer Test Spearman = 0.5941, LSTM Test Spearman = -0.0921.",Faked Experimental Results
claude-opus-4.6,iclr2025_wsl,Faked Experimental Results,"The paper reports in Figure 1 that the Transformer achieves Spearman ρ = 0.929 and the LSTM achieves ρ = 0.795 on the combined dataset. However, examining the actual experimental results from the code, the main experiment (with the ablation study configurations) shows the Transformer achieving ρ = 0.8787 and the LSTM achieving ρ = 0.795. The ρ = 0.929 value appears to come from a different seed run, but the paper presents it as the main result alongside the LSTM's 0.795 which comes from a different experimental configuration, creating an inconsistent comparison.",Paper Figure 1: 'Transformer achieves Spearman ρ = 0.929 vs. LSTM's ρ = 0.795'. Ablation code results consistently show Transformer test Spearman = 0.8787 and LSTM test Spearman = 0.795 across multiple ablation experiments.,Faked Experimental Results
claude-opus-4.6,iclr2025_wsl,Faked Experimental Results,"The paper claims in the abstract that 'reducing features from 8 to 2 per layer drops correlation from 0.84 to 0.13'. The actual experimental results from the statistical feature diversity ablation show the baseline (8 features) achieving ρ = 0.8368 and the reduced (2 features) achieving ρ = 0.1333. While these are close to the reported values, the paper rounds 0.8368 to 0.84 which is acceptable, but the paper presents this as a general finding when it was only tested with the LSTM model, not the Transformer which is the paper's best-performing model.","Paper: 'reducing features from 8 to 2 per layer drops correlation from 0.84 to 0.13'. Code results: baseline_full_features Test Spearman = 0.8368, ablation_mean_std_only Test Spearman = 0.1333.",Faked Experimental Results
gemini-3.1-pro-preview,iclr2025_bi_align,Mathematical Errors,"The paper claims that the user acceptance probability is modeled using a sigmoid function. However, the code implements this using a linear combination followed by a clipping function (`np.clip`), not a sigmoid.","Paper: ""P(accept) = \sigma(\beta_0 + \beta_1 \cdot E_{c,s} - \beta_2 \cdot (\alpha - 0.5) + \beta_3 \cdot d)""
Code: ""receptivity = np.clip(0.5 + base_effectiveness * 0.4 - confidence_penalty + difficulty_bonus, 0.1, 0.95)""",Mathematical Errors
gemini-3.1-pro-preview,iclr2025_bi_align,Hallucinated Methodology,"The paper discusses 'receptivity prediction' as a component of the model and claims in the ablation studies that 'receptivity prediction provides essentially no benefit (∆=-0.01)', concluding that 'sophisticated user modeling may be unnecessary'. However, in the provided code, the `receptivity_predictor` module is dead code. It is initialized in the `CCDModel` but never used in the forward pass, strategy selection, or loss calculation. The ablation simply removes this unused module, making the conclusion about user modeling entirely hallucinated.","Paper: ""Surprisingly, receptivity prediction provides essentially no benefit (∆=-0.01)... The minimal contribution of receptivity prediction indicates that sophisticated user modeling may be unnecessary""
Code: `self.receptivity_predictor` is defined in `__init__` but `forward(self, x)` only returns `self.strategy_net(x)`. It is never used in the training loop.",Hallucinated Methodology
gemini-3.1-pro-preview,iclr2025_bi_align,Faked Experimental Results,"The paper reports the absolute CDES scores for the network depth ablation as 0.947 (deep) and 0.917 (shallow). While the delta (+0.03) matches the experiment, the actual absolute scores from the ablation run were 0.9339 (deep) and 0.9026 (shallow). The paper incorrectly reused the main experiment's overall CDES score (0.947) for the deep model in this specific ablation.","Paper: ""Network depth has minimal impact (deep: 0.947 CDES, shallow: 0.917 CDES).""
Code/Logs: Deep Model Evaluation CDES Score: 0.9339, Shallow Model Evaluation CDES Score: 0.9026.",Faked Experimental Results
gemini-3.1-pro-preview,iclr2025_buildingtrust,Nonexistent Citations,The paper cites a nonexistent paper by Glenn Zhang et al. with an impossible future arXiv ID (2512.11998). The authors and the arXiv ID are fabricated.,"Glenn Zhang, Treasure Mayowa, Jason Fan, Yicheng Fu, Aaron Sandoval, Sean O’Brien, and Kevin Zhu. Direct confidence alignment: Aligning verbalized confidence with internal confidence in large language models. ArXiv, abs/2512.11998, 2025.",Nonexistent Citations
gemini-3.1-pro-preview,iclr2025_buildingtrust,Nonexistent Citations,The paper cites a paper by Neil Rathi et al. with an impossible future arXiv ID (2507.06306).,"Neil Rathi, Dan Jurafsky, and Kaitlyn Zhou. Humans overrely on overconfident language models, across languages. ArXiv, abs/2507.06306, 2025.",Nonexistent Citations
gemini-3.1-pro-preview,iclr2025_buildingtrust,Faked Experimental Results,"The paper claims that top_p=0.85 achieves the lowest training loss. However, the experimental data and analysis explicitly state that top_p=0.9 achieves the lowest training loss (~2.55), while top_p=0.85 degrades by epoch 4 (loss rises to ~3.67).","Figure 5 shows a critical dissociation: top p=0.85 achieves the lowest training loss but produces the worst validation alignment, collapsing to negative values.",Faked Experimental Results
gemini-3.1-pro-preview,iclr2025_buildingtrust,Mathematical Errors,"The paper claims that temperature is annealed from 0.9 to 0.5 over 8 epochs. However, the code implements `temp = 0.9 - epoch * 0.05` for 8 epochs (epoch 0 to 7), which results in a final temperature of 0.55, not 0.5.",temperature annealing from 0.9 to 0.5 over 8 epochs,Mathematical Errors
gemini-3.1-pro-preview,iclr2025_buildingtrust,Hallucinated Methodology,"The paper claims the Synthetic QA dataset contains 500 questions across 5 difficulty levels. However, the code generates only 75 questions (55 for training, 20 for validation) using 13 templates with 10 distinct difficulty levels.",The Synthetic QA dataset contains 500 questions across 5 difficulty levels.,Hallucinated Methodology
gemini-3.1-pro-preview,iclr2025_buildingtrust,Hallucinated Methodology,"The paper claims that TriviaQA, CommonsenseQA, and SciQ each contribute 200 sampled questions for evaluation. However, the code only loads 30 questions for each of these datasets.","TriviaQA (Joshi et al., 2017), CommonsenseQA (Talmor et al., 2019), and SciQ each contribute 200 sampled questions for evaluation.",Hallucinated Methodology
gemini-3.1-pro-preview,iclr2025_buildingtrust,Hallucinated Methodology,"The paper claims the hedging patterns are organized into three tiers with weights 0.9, 0.5, and -0.3. However, the code implements 10 tiers of hedging patterns with weights ranging from 0.95 to 0.05.","Hedging patterns are organized into three tiers: high-hedge (weight 0.9: “I’m not sure,” “maybe”), medium-hedge (weight 0.5: “I think,” “probably”), and certainty markers (weight -0.3: “definitely,” “certainly”).",Hallucinated Methodology
gemini-3.1-pro-preview,iclr2025_data_problems,Faked Experimental Results,The paper fabricates the validation loss numbers for the AG News and IMDB datasets in the main results section. The reported numbers do not match the actual experimental data logged in the code.,"Paper claims: ""AG News shows similar patterns (PADA: 1.698, Random: 1.695, Full: 1.672), as does IMDB (PADA: 1.674, Random: 1.671, Full: 1.648)."" However, the actual metrics from the code are: AG News (PADA: 1.7228, Random: 1.7344, Full: 1.664) and IMDB (PADA: 1.5509, Random: 1.5557, Full: 1.491).",Faked Experimental Results
gemini-3.1-pro-preview,iclr2025_data_problems,Faked Experimental Results,"The paper fabricates the ablation study result for the 'Positional Scaling' component. It claims that removing positional scaling results in an average validation loss of 1.698, but the actual experimental data shows a much lower average validation loss.","Table 1 in the paper claims the average final validation loss without Positional Scaling is 1.698. However, the data from the 'No Positional Encoding Scaling' ablation shows validation losses of 1.7169 (WikiText), 1.6351 (AG News), and 1.4735 (IMDB), which average to 1.6085.",Faked Experimental Results
gemini-3.1-pro-preview,iclr2025_data_problems,Hallucinated Methodology,The paper incorrectly reports the total number of parameters for the SmallTransformer model used in the experiments.,"The paper claims in Section D: ""Total parameters: approximately 2.1M."" However, based on the architecture defined in the code (`vocab_size=256`, `d_model=192`, `nhead=6`, `num_layers=4`, `dim_ff=512`), the actual parameter count is approximately 1.53M (Embedding: ~49K, Positional Encoding: ~49K, 4 Transformer Layers: ~1.38M, Output Linear: ~49K).",Hallucinated Methodology
gemini-3.1-pro-preview,iclr2025_dl4c,Faked Experimental Results,"The paper claims to evaluate the model's cross-dataset generalization on real-world datasets (CodeXGLUE, MBPP, and HumanEval), presenting results in Table 1 and stating that the model 'generalizes well across different code distributions.' However, the provided code reveals that the model is never actually evaluated on these datasets. The code loads the HuggingFace datasets but completely ignores them, instead generating additional synthetic data using the exact same 4 hardcoded program templates used for training (via the `generate_dataset` function with different random seeds) and misleadingly naming the variables `codexglue_test`, `mbpp_test`, and `humaneval_test`. Therefore, the cross-dataset generalization results are entirely fabricated.","Paper claims: 'DAPR achieves 96.7% test accuracy with strong cross-dataset generalization (Table 1).' Code shows: 'codexglue_test = generate_dataset(num_samples=500, seed_offset=100)\nmbpp_test = generate_dataset(num_samples=500, seed_offset=200)\nhumaneval_test = generate_dataset(num_samples=500, seed_offset=300)' where `generate_dataset` uses the same synthetic templates as the training data.",Faked Experimental Results
gemini-3.1-pro-preview,iclr2025_mldpr,Faked Experimental Results,"The paper claims to have computed the correlation between documentation debt and cross-seed variance, reporting specific statistical values (Spearman ρ = -0.036, p = 0.899). However, the provided source code never computes this correlation. While the code calculates the variance across seeds, it does not perform any correlation analysis between the debt scores and these variances. The reported ρ and p-values are entirely fabricated to support a qualitative observation.","We also find no significant correlation between documentation debt and cross-seed variance (Spearman ρ = -0.036, p = 0.899), indicating documentation debt predicts average failure rates but not training instability.",Faked Experimental Results
gemini-3.1-pro-preview,iclr2025_question,Hallucinated Methodology,"The paper claims the probe is a two-layer MLP with dimensions 768 -> 256 -> 4. However, the code implements a three-layer MLP with dimensions 768 -> 256 -> 128 -> 4.","Paper: ""The probe is a two-layer MLP (768 -> 256 -> 4)""
Code: 
self.network = nn.Sequential(
    nn.Linear(input_dim, hidden_dim),
    ...
    nn.Linear(hidden_dim, hidden_dim // 2),
    ...
    nn.Linear(hidden_dim // 2, num_classes),
)",Hallucinated Methodology
gemini-3.1-pro-preview,iclr2025_question,Faked Experimental Results,"In Table 1, the paper reports the TF-IDF Features baseline as having an ECE of 0.120 and Routing Precision of 0.970. However, the actual experiment logs for the TF-IDF ablation (`no_distilgpt2_embeddings`) show an ECE of 0.0953 and Routing Precision of 0.9582.","Paper Table 1: ""TF-IDF Features | 0.927 | 0.120 | 0.970""
Experiment JSON (`no_distilgpt2_embeddings`): ""Expected Calibration Error (ECE)"" final_value: 0.0953, ""Routing Precision"" final_value: 0.9582.",Faked Experimental Results
gemini-3.1-pro-preview,iclr2025_question,Nonexistent Citations,The paper cites two papers with fabricated arXiv IDs from the future (April and June 2025): 'abs/2504.14154' and 'abs/2506.09669'.,"Zhiyuan Wang et al. Sconu: Selective conformal uncertainty in large language models. ArXiv, abs/2504.14154, 2025.
Lihu Chen and G. Varoquaux. Query-level uncertainty in large language models. ArXiv, abs/2506.09669, 2025.",Nonexistent Citations
gemini-3.1-pro-preview,iclr2025_scope,Mathematical Errors,"The paper's mathematical formulation for the ground-truth importance score incorrectly states that it sums only over future positions (t > i) and divides by (T - i). However, the code uses a bidirectional model (DistilBERT) and sums the attention weights over all query positions without dividing by (T - i). Additionally, the equation omits the max-normalization step that is present in the code.","Paper: ""y_i = \frac{1}{H \cdot (T-i)} \sum_{h=1}^H \sum_{t>i} \alpha_{t,i}^{(h)}""
Code: ""importance = avg_attn.sum(dim=1)\nimportance = importance / (importance.max(dim=-1, keepdim=True)[0] + 1e-8)""",Mathematical Errors
gemini-3.1-pro-preview,iclr2025_scope,Hallucinated Methodology,"The paper claims that the ground-truth importance is computed exclusively from DistilBERT's final layer attention weights. However, the code averages the attention weights across all layers of the model.","Paper: ""Ground-truth importance is computed from DistilBERT’s final layer attention weights...""
Code: ""all_attn = torch.stack(attention_weights, dim=0)\navg_attn = all_attn.mean(dim=(0, 2))""",Hallucinated Methodology
gemini-3.1-pro-preview,iclr2025_scope,Hallucinated Methodology,"The paper incorrectly reports the dropout rate and the number of pairs sampled for the ranking loss. It claims a dropout rate of 0.1 and 64 pairs per sequence, whereas the code uses a dropout rate of 0.2 and samples up to 100 pairs.","Paper: ""dropout rate 0.1"" and ""we sample 64 pairs per sequence.""
Code: ""nn.Dropout(0.2)"" and ""n_pairs = min(100, seq_len * (seq_len - 1) // 2)""",Hallucinated Methodology
gemini-3.1-pro-preview,iclr2025_scsl,Faked Experimental Results,"The paper claims that the standard deviation-based threshold method for neuron classification failed entirely, resulting in 0.00 separation. However, the experimental results from the ablation study 'Adaptive Threshold-Based vs Fixed K-Means Clustering for Neuron Classification' show that mean-std variants yielded a sizable separation of ~1.8-3.1.","Threshold-based methods (percentile, standard deviation, median) show lower and more variable performance, with the standard deviation method failing entirely (0.00 separation) due to the non-Gaussian distribution of velocity signatures.",Faked Experimental Results
gemini-3.1-pro-preview,iclr2025_scsl,Nonexistent Citations,"The paper cites a paper by Daniel Kunin et al. with the arXiv ID `abs/2506.06489` and year 2025. The arXiv ID `2506.06489` corresponds to June 2025, which is in the future, making this a hallucinated arXiv identifier.","Daniel Kunin, G. Marchetti, Feng Chen, Dhruva Karkada, James B. Simon, M. R. DeWeese, Surya Ganguli, and N. Miolane. Alternating gradient flows: A theory of feature learning in two-layer neural networks. ArXiv, abs/2506.06489, 2025.",Nonexistent Citations
gemini-3.1-pro-preview,iclr2025_verifai,Faked Experimental Results,"The main results comparing the baseline and ETCL validation accuracies are fabricated. The paper claims specific accuracy numbers for both models that do not match the actual experimental data. For example, the paper claims the baseline achieved 84.8% on GSM8K, 85.5% on SciQ, and 87.5% on WinoGrande, while ETCL achieved 84.3%, 83.3%, and 87.5% respectively. However, the aggregated results from the experiments show the baseline achieved 86.3% on GSM8K, 85.3% on SciQ, and 87.1% on WinoGrande, while ETCL achieved 85.3%, 83.8%, and 85.9%.","Main Results. Figure 1 presents the primary comparison. On synthetic data, both methods achieve perfect accuracy. However, on real datasets, the baseline consistently outperforms ETCL: GSM8K (84.8% vs 84.3%), SciQ (85.5% vs 83.3%), and WinoGrande (87.5% vs 87.5%).",Faked Experimental Results
gemini-3.1-pro-preview,iclr2025_verifai,Faked Experimental Results,"The generalization gaps reported in the paper are hallucinated. The paper claims ETCL exhibits negative gaps between -0.25 and -0.4, and the baseline shows positive gaps between 0.15 and 0.2. In reality, the experimental data shows ETCL's gaps on real datasets are between -0.07 and -0.11, and the baseline's gaps are much larger, ranging from 0.40 to 0.45.",The generalization gap analysis reveals a counterintuitive pattern: ETCL exhibits negative gaps ( − 0.25 to − 0.4) while baseline shows positive gaps (0.15–0.2).,Faked Experimental Results
gemini-3.1-pro-preview,iclr2025_verifai,Faked Experimental Results,"In Table 1, the individual dataset results for the Curriculum ablation are hallucinated. The paper claims the curriculum component had an impact of -0.5% on GSM8K, -0.3% on SciQ, and -0.8% on WinoGrande. However, the actual experimental data for the 'No Curriculum Learning' ablation shows the impact was -1.25% on GSM8K, 0.0% on SciQ, and -0.25% on WinoGrande.",Table 1: Ablation study: accuracy impact (with component − without). [...] Curriculum -0.5% -0.3% -0.8% -0.5%,Faked Experimental Results
gemini-3.1-pro-preview,iclr2025_wsl,Faked Experimental Results,"The paper claims that removing weight normalization causes the Spearman correlation to drop to 0.00. However, the experimental data shows that for the best-performing Transformer model, the correlation drops from 0.8787 to 0.5941, and for the LSTM model, it drops from 0.795 to -0.0921. The value 0.00 is completely fabricated to exaggerate the impact of the ablation.","Weight normalization is essential: without it, Spearman correlation drops from 0.88 to 0.00, as raw weight magnitudes vary dramatically across configurations.",Faked Experimental Results
gemini-3.1-pro-preview,iclr2025_wsl,Faked Experimental Results,"The paper fabricates the per-dataset Spearman correlation scores for MNIST and Fashion-MNIST in Table 1 and the text. It claims MNIST achieves ρ = 0.21 and Fashion-MNIST achieves ρ = 0.40. However, the experimental data and VLM analysis indicate that MNIST achieves a high correlation (~0.87) and Fashion-MNIST achieves a strongly negative correlation (~-0.4). The values 0.21 and 0.40 were faked to support the narrative that the model struggles with within-dataset ranking.","Per-dataset correlations are substantially lower: MNIST achieves only ρ = 0.21 and Fashion-MNIST ρ = 0.40... Only CIFAR-10, with its broader accuracy distribution, achieves reasonable within-dataset correlation (ρ = 0.86).",Faked Experimental Results
gpt-5.4,iclr2025_bi_align,Nonexistent Citations,"The paper contains placeholder citations instead of real references throughout the introduction, related work, methods, experiments, and limitations. The reference section is empty, so the cited works cannot be verified and effectively do not exist in the paper. This includes claims about sycophancy, representational overrides, DPO mitigation, adaptive reasoning trajectories, bidirectional alignment, co-alignment, REINFORCE, and dataset citations.","Examples from the paper: ""LLMs trained with reinforcement learning from human feedback (RLHF) exhibit sycophancy—agreeing with users even when factually incorrect ( **??** ).""; ""Current mitigation approaches focus on making AI more truthful through Direct Preference Optimization (DPO) ... ( **?** )""; ""CCD’s strategy selection network maps context features to a distribution over strategies, trained via REINFORCE ( **?** ).""; ""We evaluate on TruthfulQA ( **?** ) for factual errors, ARC-Challenge ( **?** ), and CommonsenseQA ( **?** ).""; the paper ends with ""REFERENCES"" but lists no references.",Nonexistent Citations
gpt-5.4,iclr2025_bi_align,Hallucinated Methodology,"The paper claims CCD includes a learned receptivity prediction component and emphasizes conclusions about its ablation, but the provided code never uses the receptivity predictor in strategy selection, training, or evaluation. The model defines a `receptivity_predictor` module, but all decisions are made solely by `strategy_net`, and user acceptance is simulated directly from a hand-coded effectiveness matrix plus confidence/difficulty. Thus the claimed methodology overstates the role of receptivity prediction.","Paper claim: ""Ablation studies ... show that gains stem primarily from context-aware strategy selection and stochastic exploration rather than sophisticated receptivity prediction"" and ""receptivity prediction provides essentially no benefit"".
Code: in `stage_3_best_solution_823ee17b8cce4f5ca898687e8c18054a.py`, `class CCDModel` defines `self.receptivity_predictor = nn.Sequential(...)`, but `forward` returns only `self.strategy_net(x)`, `select_strategy` uses only `logits = self.forward(x)`, and training/evaluation call `simulate_user_response(...)` directly without invoking `receptivity_predictor` anywhere.",Hallucinated Methodology
