defect_id,type,description,api_name,source_project,stage,invariant
J-244,metamorphic,Batch normalization stats not updating in train mode,torch.nn.BatchNorm2d,pytorch-lightning,environment,train_bn_updates
J-245,metamorphic,Model in eval mode but dropout still active,torch.nn.Dropout,fastai,environment,eval_no_dropout
J-246,metamorphic,Autocast disabled but mixed precision still applied,torch.cuda.amp.autocast,mmdetection,environment,autocast_consistency
J-247,metamorphic,Batch normalization stats not updating in train mode,torch.nn.BatchNorm2d,efficientnet,environment,train_bn_updates
J-248,metamorphic,Model in eval mode but dropout still active,torch.nn.Dropout,yolov5,environment,eval_no_dropout
J-249,metamorphic,Autocast disabled but mixed precision still applied,torch.cuda.amp.autocast,detectron2,environment,autocast_consistency
J-250,metamorphic,Batch normalization stats not updating in train mode,torch.nn.BatchNorm2d,timm,environment,train_bn_updates
J-251,metamorphic,Model in eval mode but dropout still active,torch.nn.Dropout,huggingface/transformers,environment,eval_no_dropout
J-252,metamorphic,Autocast disabled but mixed precision still applied,torch.cuda.amp.autocast,pytorch-lightning,environment,autocast_consistency
J-253,metamorphic,Batch normalization stats not updating in train mode,torch.nn.BatchNorm2d,fastai,environment,train_bn_updates
J-254,metamorphic,Model in eval mode but dropout still active,torch.nn.Dropout,mmdetection,environment,eval_no_dropout
J-255,metamorphic,Autocast disabled but mixed precision still applied,torch.cuda.amp.autocast,efficientnet,environment,autocast_consistency
J-256,metamorphic,Batch normalization stats not updating in train mode,torch.nn.BatchNorm2d,yolov5,environment,train_bn_updates
J-257,metamorphic,Model in eval mode but dropout still active,torch.nn.Dropout,detectron2,environment,eval_no_dropout
J-258,metamorphic,Autocast disabled but mixed precision still applied,torch.cuda.amp.autocast,timm,environment,autocast_consistency
J-259,metamorphic,Batch normalization stats not updating in train mode,torch.nn.BatchNorm2d,huggingface/transformers,environment,train_bn_updates
J-260,metamorphic,Model in eval mode but dropout still active,torch.nn.Dropout,pytorch-lightning,environment,eval_no_dropout
J-261,metamorphic,Autocast disabled but mixed precision still applied,torch.cuda.amp.autocast,fastai,environment,autocast_consistency
J-262,metamorphic,Batch normalization stats not updating in train mode,torch.nn.BatchNorm2d,mmdetection,environment,train_bn_updates
J-263,metamorphic,Model in eval mode but dropout still active,torch.nn.Dropout,efficientnet,environment,eval_no_dropout
J-264,metamorphic,Autocast disabled but mixed precision still applied,torch.cuda.amp.autocast,yolov5,environment,autocast_consistency
J-265,metamorphic,Batch normalization stats not updating in train mode,torch.nn.BatchNorm2d,detectron2,environment,train_bn_updates
J-266,metamorphic,Model in eval mode but dropout still active,torch.nn.Dropout,timm,environment,eval_no_dropout
J-267,metamorphic,Autocast disabled but mixed precision still applied,torch.cuda.amp.autocast,huggingface/transformers,environment,autocast_consistency
J-268,metamorphic,Batch normalization stats not updating in train mode,torch.nn.BatchNorm2d,pytorch-lightning,environment,train_bn_updates
J-269,metamorphic,Model in eval mode but dropout still active,torch.nn.Dropout,fastai,environment,eval_no_dropout
J-270,metamorphic,Autocast disabled but mixed precision still applied,torch.cuda.amp.autocast,mmdetection,environment,autocast_consistency
J-271,metamorphic,Batch normalization stats not updating in train mode,torch.nn.BatchNorm2d,efficientnet,environment,train_bn_updates
J-272,metamorphic,Model in eval mode but dropout still active,torch.nn.Dropout,yolov5,environment,eval_no_dropout
J-273,metamorphic,Autocast disabled but mixed precision still applied,torch.cuda.amp.autocast,detectron2,environment,autocast_consistency
J-274,metamorphic,Batch normalization stats not updating in train mode,torch.nn.BatchNorm2d,timm,environment,train_bn_updates
J-275,metamorphic,Model in eval mode but dropout still active,torch.nn.Dropout,huggingface/transformers,environment,eval_no_dropout
J-276,metamorphic,Autocast disabled but mixed precision still applied,torch.cuda.amp.autocast,pytorch-lightning,environment,autocast_consistency
J-277,metamorphic,Batch normalization stats not updating in train mode,torch.nn.BatchNorm2d,fastai,environment,train_bn_updates
J-278,metamorphic,Model in eval mode but dropout still active,torch.nn.Dropout,mmdetection,environment,eval_no_dropout
J-279,metamorphic,Autocast disabled but mixed precision still applied,torch.cuda.amp.autocast,efficientnet,environment,autocast_consistency
J-280,metamorphic,Batch normalization stats not updating in train mode,torch.nn.BatchNorm2d,yolov5,environment,train_bn_updates
J-281,composition,NumPy array to PyTorch tensor conversion loses device placement,torch.from_numpy,detectron2,environment,numpy_cpu_only
J-282,composition,CUDA generator on CPU device type mismatch,torch.randn,timm,environment,generator_device_match
J-283,composition,NumPy array to PyTorch tensor conversion loses device placement,torch.from_numpy,huggingface/transformers,environment,numpy_cpu_only
J-284,composition,CUDA generator on CPU device type mismatch,torch.randn,pytorch-lightning,environment,generator_device_match
J-285,composition,NumPy array to PyTorch tensor conversion loses device placement,torch.from_numpy,fastai,environment,numpy_cpu_only
J-286,composition,CUDA generator on CPU device type mismatch,torch.randn,mmdetection,environment,generator_device_match
J-287,composition,NumPy array to PyTorch tensor conversion loses device placement,torch.from_numpy,efficientnet,environment,numpy_cpu_only
J-288,composition,CUDA generator on CPU device type mismatch,torch.randn,yolov5,environment,generator_device_match
J-289,composition,NumPy array to PyTorch tensor conversion loses device placement,torch.from_numpy,detectron2,environment,numpy_cpu_only
J-290,composition,CUDA generator on CPU device type mismatch,torch.randn,timm,environment,generator_device_match
J-291,composition,NumPy array to PyTorch tensor conversion loses device placement,torch.from_numpy,huggingface/transformers,environment,numpy_cpu_only
J-292,composition,CUDA generator on CPU device type mismatch,torch.randn,pytorch-lightning,environment,generator_device_match
J-293,composition,NumPy array to PyTorch tensor conversion loses device placement,torch.from_numpy,fastai,environment,numpy_cpu_only
J-294,composition,CUDA generator on CPU device type mismatch,torch.randn,mmdetection,environment,generator_device_match
J-295,composition,NumPy array to PyTorch tensor conversion loses device placement,torch.from_numpy,efficientnet,environment,numpy_cpu_only
J-296,composition,CUDA generator on CPU device type mismatch,torch.randn,yolov5,environment,generator_device_match
J-297,composition,NumPy array to PyTorch tensor conversion loses device placement,torch.from_numpy,detectron2,environment,numpy_cpu_only
J-298,composition,CUDA generator on CPU device type mismatch,torch.randn,timm,environment,generator_device_match
J-299,composition,NumPy array to PyTorch tensor conversion loses device placement,torch.from_numpy,huggingface/transformers,environment,numpy_cpu_only
J-300,composition,CUDA generator on CPU device type mismatch,torch.randn,pytorch-lightning,environment,generator_device_match
J-301,composition,NumPy array to PyTorch tensor conversion loses device placement,torch.from_numpy,fastai,environment,numpy_cpu_only
J-302,composition,CUDA generator on CPU device type mismatch,torch.randn,mmdetection,environment,generator_device_match
J-303,composition,NumPy array to PyTorch tensor conversion loses device placement,torch.from_numpy,efficientnet,environment,numpy_cpu_only
J-304,composition,CUDA generator on CPU device type mismatch,torch.randn,yolov5,environment,generator_device_match
J-305,composition,NumPy array to PyTorch tensor conversion loses device placement,torch.from_numpy,detectron2,environment,numpy_cpu_only
J-306,composition,CUDA generator on CPU device type mismatch,torch.randn,timm,environment,generator_device_match
J-307,composition,NumPy array to PyTorch tensor conversion loses device placement,torch.from_numpy,huggingface/transformers,environment,numpy_cpu_only
J-308,composition,CUDA generator on CPU device type mismatch,torch.randn,pytorch-lightning,environment,generator_device_match
J-309,composition,NumPy array to PyTorch tensor conversion loses device placement,torch.from_numpy,fastai,environment,numpy_cpu_only
J-310,composition,CUDA generator on CPU device type mismatch,torch.randn,mmdetection,environment,generator_device_match
J-311,composition,NumPy array to PyTorch tensor conversion loses device placement,torch.from_numpy,efficientnet,environment,numpy_cpu_only
J-312,composition,CUDA generator on CPU device type mismatch,torch.randn,yolov5,environment,generator_device_match
J-313,composition,NumPy array to PyTorch tensor conversion loses device placement,torch.from_numpy,detectron2,environment,numpy_cpu_only
J-314,composition,CUDA generator on CPU device type mismatch,torch.randn,timm,environment,generator_device_match
J-315,composition,NumPy array to PyTorch tensor conversion loses device placement,torch.from_numpy,huggingface/transformers,environment,numpy_cpu_only
J-316,composition,CUDA generator on CPU device type mismatch,torch.randn,pytorch-lightning,environment,generator_device_match
J-317,composition,NumPy array to PyTorch tensor conversion loses device placement,torch.from_numpy,fastai,environment,numpy_cpu_only
J-318,composition,CUDA generator on CPU device type mismatch,torch.randn,mmdetection,environment,generator_device_match
J-319,composition,NumPy array to PyTorch tensor conversion loses device placement,torch.from_numpy,efficientnet,environment,numpy_cpu_only
J-320,composition,CUDA generator on CPU device type mismatch,torch.randn,yolov5,environment,generator_device_match
J-321,composition,NumPy array to PyTorch tensor conversion loses device placement,torch.from_numpy,detectron2,environment,numpy_cpu_only
J-322,composition,CUDA generator on CPU device type mismatch,torch.randn,timm,environment,generator_device_match
J-323,composition,NumPy array to PyTorch tensor conversion loses device placement,torch.from_numpy,huggingface/transformers,environment,numpy_cpu_only
J-324,composition,CUDA generator on CPU device type mismatch,torch.randn,pytorch-lightning,environment,generator_device_match
J-325,composition,NumPy array to PyTorch tensor conversion loses device placement,torch.from_numpy,fastai,environment,numpy_cpu_only
J-326,composition,CUDA generator on CPU device type mismatch,torch.randn,mmdetection,environment,generator_device_match
J-327,composition,NumPy array to PyTorch tensor conversion loses device placement,torch.from_numpy,efficientnet,environment,numpy_cpu_only
J-328,composition,CUDA generator on CPU device type mismatch,torch.randn,yolov5,environment,generator_device_match
J-329,composition,NumPy array to PyTorch tensor conversion loses device placement,torch.from_numpy,detectron2,environment,numpy_cpu_only
J-330,composition,CUDA generator on CPU device type mismatch,torch.randn,timm,environment,generator_device_match
J-331,composition,NumPy array to PyTorch tensor conversion loses device placement,torch.from_numpy,huggingface/transformers,environment,numpy_cpu_only
J-332,composition,CUDA generator on CPU device type mismatch,torch.randn,pytorch-lightning,environment,generator_device_match
J-333,composition,NumPy array to PyTorch tensor conversion loses device placement,torch.from_numpy,fastai,environment,numpy_cpu_only
J-334,composition,CUDA generator on CPU device type mismatch,torch.randn,mmdetection,environment,generator_device_match
J-335,composition,NumPy array to PyTorch tensor conversion loses device placement,torch.from_numpy,efficientnet,environment,numpy_cpu_only
J-336,composition,CUDA generator on CPU device type mismatch,torch.randn,yolov5,environment,generator_device_match
J-337,composition,NumPy array to PyTorch tensor conversion loses device placement,torch.from_numpy,detectron2,environment,numpy_cpu_only
J-338,composition,CUDA generator on CPU device type mismatch,torch.randn,timm,environment,generator_device_match
J-339,composition,NumPy array to PyTorch tensor conversion loses device placement,torch.from_numpy,huggingface/transformers,environment,numpy_cpu_only
J-340,composition,CUDA generator on CPU device type mismatch,torch.randn,pytorch-lightning,environment,generator_device_match
J-341,composition,NumPy array to PyTorch tensor conversion loses device placement,torch.from_numpy,fastai,environment,numpy_cpu_only
J-342,composition,CUDA generator on CPU device type mismatch,torch.randn,mmdetection,environment,generator_device_match
J-343,composition,NumPy array to PyTorch tensor conversion loses device placement,torch.from_numpy,efficientnet,environment,numpy_cpu_only
J-344,composition,CUDA generator on CPU device type mismatch,torch.randn,yolov5,environment,generator_device_match
J-345,composition,NumPy array to PyTorch tensor conversion loses device placement,torch.from_numpy,detectron2,environment,numpy_cpu_only
J-346,composition,CUDA generator on CPU device type mismatch,torch.randn,timm,environment,generator_device_match
J-347,composition,NumPy array to PyTorch tensor conversion loses device placement,torch.from_numpy,huggingface/transformers,environment,numpy_cpu_only
J-348,composition,CUDA generator on CPU device type mismatch,torch.randn,pytorch-lightning,environment,generator_device_match
